subject,bce,psr2,norm_ll
0,0.3979259887250373,0.42591414942555117,0.6717117400646375
1,0.2512559635506477,0.6375142673917025,0.7778232516750531
2,0.24374388519849163,0.6483519055771274,0.7836883227413439
3,0.31028868037246865,0.5523480595826589,0.7332352550422386
4,0.24316553251512232,0.6491862921253091,0.7841417020796674
5,0.2877351371422992,0.5848859445552992,0.7499602025380406
6,0.2848051978703006,0.5891129534131174,0.7521607625672844
7,0.4618281934567494,0.33372275555723874,0.6301305912011794
8,0.30196282645803874,0.5643597277361728,0.7393655492149522
9,0.23730300890834768,0.6576441258598973,0.7887522528454538
10,0.4268213743029628,0.3842269199477035,0.6525801093944512
11,0.16988625696336385,0.7549059395637668,0.843760783052181
12,0.29219234758842505,0.578455549148475,0.7466249106597851
13,0.3986196977370855,0.42491333887404914,0.6712459291643461
14,0.2343281951925019,0.6619358748553166,0.7911021373670306
15,0.3122533372283215,0.5495136588796714,0.7317961135439816
16,0.24022445896058342,0.6534293643573319,0.7864513152088836
17,0.3461394165258389,0.5006263803219729,0.7074138550491907
18,0.415594145967043,0.4004243865908631,0.6599480587204193
19,0.2620751031633699,0.6219055483257427,0.7694532331656008
20,0.27006545855314473,0.6103779022299742,0.7633295262550905
21,0.3238368488906417,0.5328021840483625,0.7233682510855942
22,0.3553110716782976,0.487394478916777,0.700955361930029
23,0.3202936967441565,0.5379138720792119,0.7259358007806653
24,0.2739652291350649,0.6047517225508334,0.7603585131244078
25,0.31976069543117774,0.5386828304302337,0.7263228286496383
26,0.5134592170198448,0.2592349339067399,0.5984219229663065
27,0.33565016167471184,0.5157591762783145,0.714873152101945
28,0.4019499575860391,0.42010878950509223,0.6690142239394137
29,0.32749866501624636,0.5275193000833055,0.7207242534300679
30,0.3403611467272276,0.508962661505348,0.7115133156514382
31,0.36007435576888386,0.48052251258094303,0.6976244517399758
32,0.3668830588943092,0.47069963034700657,0.692890667707664
33,0.48702788037931893,0.29736729220209324,0.6144499016094884
34,0.20818395042384508,0.6996540471308449,0.8120576446240761
35,0.3520668575435411,0.4920748905605721,0.7032331039667361
36,0.2672936800442403,0.6143767333392132,0.7654482415795137
37,0.2537528166256379,0.6339120698425856,0.7758835638627609
38,0.2071934897589381,0.7010829798203018,0.8128623542295329
39,0.37813372414559127,0.45446835138228026,0.6851388749290589
40,0.39734185566034286,0.4267568753012051,0.6721042237221335
41,0.3422366521961521,0.5062568790661703,0.7101801191361945
42,0.2981982707127463,0.5697908336410563,0.742154177721512
43,0.29899376910354475,0.5686431720576162,0.7415640300293013
